path	category	relevance	essentiality	note
tests/cpp/test_t81_limb_mul_wide_high.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_native_arith.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_native_conversion.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81_simd_add_helpers.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81int.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_t81int_to_binary.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_tisc_base81_view.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/test_utils.hpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tier4_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tier4_vm_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tisc_binary_emitter_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tisc_binary_io_determinism_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tisc_encoding_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tisc_opcode_matrix_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/tisc_type_alias_io_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/trit_packing_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_bounds_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_bounds_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_divmod_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_extended_ops_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_fault_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_float_fraction_ops_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_illegal_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_jump_flags_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_load_store_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_memory_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_neg_jumps_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_print_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_reflection_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_tensor_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/vm_trace_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/weights_load_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/cpp/weights_quantize_test.cpp	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/01_bigint_add.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/01_bigint_add.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/02_fraction_sub.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/02_fraction_sub.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/03_float_literal.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/03_float_literal.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/04_mixed_widen_float.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/04_mixed_widen_float.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/05_bool_and_string.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/05_bool_and_string.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/06_mixed_widen_fraction.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/06_mixed_widen_fraction.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/07_if_else_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/07_if_else_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/08_bounded_loop_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/08_bounded_loop_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/09_nested_if_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/09_nested_if_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/10_relation_bool_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/10_relation_bool_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/11_match_option_some_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/11_match_option_some_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/12_match_option_guard_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/12_match_option_guard_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/13_match_enum_payload_guard_print.out	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/13_match_enum_payload_guard_print.t81	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/t81lang_ast_ir_repro_hash.txt	tests	verification	essential	Regression/conformance coverage
tests/fixtures/t81lang_determinism/t81lang_repro_hash.txt	tests	verification	essential	Regression/conformance coverage
tests/harness/README.md	tests	verification	essential	Regression/conformance coverage
tests/harness/canonical/bigint.json	tests	verification	essential	Regression/conformance coverage
tests/harness/canonical/fraction.json	tests	verification	essential	Regression/conformance coverage
tests/harness/canonical/tensor.json	tests	verification	essential	Regression/conformance coverage
tests/harness/harness.py	tests	verification	essential	Regression/conformance coverage
tests/harness/run_all.sh	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/arithmetic.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/control_flow.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/faults.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/lang_samples/fib.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/lang_samples/hello_world.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/lang_samples/tensors.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/memory.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/privileged_ops.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/recursion.t81	tests	verification	essential	Regression/conformance coverage
tests/harness/test_vectors/tensor_ops.t81	tests	verification	essential	Regression/conformance coverage
tests/python/test_bindings.py	tests	verification	essential	Regression/conformance coverage
tests/python/test_tensor.py	tests	verification	essential	Regression/conformance coverage
tools/axion_policy_validator.py	developer_tool	tooling	optional	Editor/support tooling
tools/ir_inspector.cpp	developer_tool	tooling	optional	Editor/support tooling
tools/tisc_base81.cpp	developer_tool	tooling	optional	Editor/support tooling
tools/validator.py	developer_tool	tooling	optional	Editor/support tooling
tools/vscode-t81/language-configuration.json	developer_tool	tooling	optional	Editor/support tooling
tools/vscode-t81/package.json	developer_tool	tooling	optional	Editor/support tooling
tools/vscode-t81/syntaxes/t81.tmLanguage.json	developer_tool	tooling	optional	Editor/support tooling
examples/tisc/verify.tisc	misc	support	optional	
